ch0_mean,ch0_std,ch0_range,ch0_delta,ch0_theta,ch0_alpha,ch0_beta,ch0_gamma,ch0_beta_alpha_ratio,ch0_theta_alpha_ratio,ch1_mean,ch1_std,ch1_range,ch1_delta,ch1_theta,ch1_alpha,ch1_beta,ch1_gamma,ch1_beta_alpha_ratio,ch1_theta_alpha_ratio,ch2_mean,ch2_std,ch2_range,ch2_delta,ch2_theta,ch2_alpha,ch2_beta,ch2_gamma,ch2_beta_alpha_ratio,ch2_theta_alpha_ratio,ch3_mean,ch3_std,ch3_range,ch3_delta,ch3_theta,ch3_alpha,ch3_beta,ch3_gamma,ch3_beta_alpha_ratio,ch3_theta_alpha_ratio,ch4_mean,ch4_std,ch4_range,ch4_delta,ch4_theta,ch4_alpha,ch4_beta,ch4_gamma,ch4_beta_alpha_ratio,ch4_theta_alpha_ratio,label
-27.587890625,23.112185123582588,120.60546875,0.0,23.337409069787892,6.534153361443106,5.660460432155103,4.652483680182899,0.8662882731765201,3.571604120512055,-49.530029296875,10.56785439599804,56.15234375,0.0,8.63879411838754,6.069495929307019,5.901095391519666,2.4017142734818777,0.9722546089908031,1.423313273294158,-44.261932373046875,6.098200152376626,35.64453125,0.0,6.221864163449537,5.054439807151063,3.1281762476228825,4.6630130664625975,0.6188967258442989,1.2309700779593402,-37.158966064453125,25.749012981676273,117.1875,0.0,24.115420111876098,11.84725355253198,16.257608948163995,4.637846429883764,1.3722681696712264,2.0355283192805627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.681610107421875,24.948808094769564,120.60546875,0.0,98.60821747846407,44.050490333109934,11.98186481343588,9.282773077864752,0.2720029839129822,2.2385271249602092,-50.868988037109375,11.69256361649763,56.15234375,0.0,29.15871307682903,17.895131935440954,9.722393940187718,3.3602592809854395,0.5432982542549859,1.6294215198872481,-44.132232666015625,6.278652168076844,35.64453125,0.0,8.699158345648526,4.775136108421185,4.230629912785273,6.731434880148633,0.8859705392113014,1.8217613379244073,-41.004180908203125,24.58811438327465,111.328125,0.0,58.146763907914895,26.402194319315047,19.647178177710803,7.519773527707173,0.7441494422809214,2.2023458809776457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-32.772064208984375,24.78197372644793,120.60546875,0.0,128.95461071329848,75.07677830833461,13.218539614991958,10.330686948119336,0.1760669532289255,1.7176364465679617,-51.982879638671875,11.8100901887679,56.15234375,0.0,45.11343272993945,33.30043576212963,13.071775669914619,2.8284864220579315,0.39254067914571494,1.354740011577985,-43.315887451171875,6.55670783007329,35.64453125,0.0,7.889406337452455,5.886256004366096,6.949242023361569,6.559773525936,1.1805877994784815,1.3403097540440874,-43.338775634765625,22.685195757049044,106.93359375,0.0,78.24126317985161,47.53231498969305,18.12248062941982,7.2781564126600164,0.38126652643258624,1.646064644585847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-32.810211181640625,24.753504127087623,120.60546875,0.0,101.90321614220902,40.69479149160622,8.218795927551826,6.243244823696101,0.20196186357772714,2.5040849800945106,-51.982879638671875,12.027318229002418,57.6171875,0.0,33.010211232731024,19.86359553084286,10.23758469594196,3.3101491432406194,0.5153943393604509,1.6618447139378658,-43.109893798828125,6.650914563323655,35.64453125,0.0,7.206202261336934,5.5661600193193825,8.395202687102728,5.1311299109172515,1.5082575164860736,1.2946451838116741,-43.7469482421875,22.16428797576584,106.93359375,0.0,70.51982067879408,31.316329960533977,17.858504011566243,5.963664371914108,0.5702617143858237,2.2518545681331696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-32.657623291015625,24.740148754047755,120.60546875,0.0,146.2334004301887,61.91040328750181,13.37608510409953,11.832480642484448,0.21605553176552855,2.362016602461862,-51.36871337890625,12.768513750554064,60.05859375,0.0,42.741322755823425,22.831789975687276,15.020498088437353,3.480452562648331,0.6578765004597591,1.872009281853813,-44.086456298828125,7.106639719371039,35.64453125,0.0,11.254671670560096,5.557588387258012,6.557210203237482,5.243705595669541,1.1798661121200198,2.0250998969919927,-45.02105712890625,20.870396650357737,106.93359375,0.0,80.15966857695994,35.943777775513105,21.7227705719189,14.652275115504928,0.6043541307090335,2.2301403340961325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-34.755706787109375,23.222688589382354,106.4453125,0.0,139.59138625539003,70.32731277836103,11.321042631778548,18.69056355128574,0.16097647108253954,1.984881559392396,-51.6357421875,12.49388306677116,60.05859375,0.0,53.7392731677261,32.37275162535229,15.055241378780071,2.4543336251159156,0.4650590580934665,1.6600156140462556,-43.964385986328125,7.076499914448779,35.64453125,0.0,12.212417685666743,8.058644830944289,7.5632085012735715,4.279941798946029,0.9385211359894784,1.51544309767474,-47.29461669921875,19.031397348277466,106.93359375,0.0,73.35072094374715,45.966145708202056,24.60601309089202,25.193998370676862,0.5353072943529699,1.5957553067291146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-38.49029541015625,22.467994358818544,106.4453125,0.0,130.1939201689718,43.400770187144445,11.010410779756679,17.28122201787795,0.25369159884213355,2.9998066764155253,-52.28424072265625,12.719294472968269,60.05859375,0.0,49.575498996998945,24.51911718664182,11.36503673135401,2.8078840674361993,0.46351737074554045,2.0219120704724234,-43.09844970703125,7.544074782708015,36.62109375,0.0,15.352742614864827,7.781333374456428,8.086049818612475,5.665406447573995,1.0391599266465477,1.9730220870966484,-50.815582275390625,18.770487201667052,106.93359375,0.0,65.9387814173065,26.015554234715406,20.086841223692527,19.682357235917088,0.7721089100184709,2.5345906845727373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-44.216156005859375,21.954491511145207,106.4453125,0.0,143.49419955095252,59.9269991823562,11.724630746497333,19.473940143240704,0.1956485541820575,2.394483313177482,-55.042266845703125,13.195839576593585,60.05859375,0.0,52.2480101862501,30.073562926262746,13.527079053492937,2.4860144527667796,0.4497996824207338,1.7373402118783463,-42.4041748046875,7.724369180371403,36.62109375,0.0,11.033648421403212,5.8795549788778825,13.207596943768433,3.9910891670450406,2.246359969626326,1.876612849278772,-54.2144775390625,17.84095698500609,106.93359375,0.0,89.27477749756466,46.55415456634691,15.689077229314488,26.3966329378973,0.3370070270947594,1.9176543603715157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.421600341796875,21.36121168065184,106.4453125,0.0,76.18002698270205,13.106647753055029,10.578659031055649,13.350406835572674,0.8071216401302819,5.812319703559992,-56.598663330078125,12.902841752949989,60.05859375,0.0,29.611031102532863,11.393142295591693,9.735423126806317,2.3855009162072593,0.8544985109659528,2.599022318363403,-40.775299072265625,7.425246249473555,37.59765625,0.0,9.45097770853053,4.223293646594626,11.803143357713498,4.124126418544886,2.7947721246498554,2.2378215912481365,-53.325653076171875,18.737360781553196,106.93359375,0.0,59.33288483380326,18.591348002304734,10.643614882676191,15.361784784699775,0.5725036657566047,3.1914245716043763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-44.91424560546875,20.781192096023627,106.4453125,0.0,68.87259886372865,11.326349351403552,12.048927172671565,16.66544434239795,1.063796179938461,6.080741175018941,-57.36541748046875,12.142772821948933,60.05859375,0.0,26.974883460600026,7.856248646855955,9.160062855648205,2.8609616858637,1.1659588777544652,3.433557754233668,-39.7796630859375,7.168951954570272,33.203125,0.0,10.162907085128467,4.0320580736399325,9.367092451047291,5.0634448925954665,2.3231541510490117,2.5205259694967443,-51.319122314453125,18.459158461340852,106.93359375,0.0,46.3216212734015,10.660239489737823,16.937054883255495,24.503821345127292,1.588806227060856,4.34527022755853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
